false,Cubic,674.8715985458882,0.00017161839949153546,Polynomial
false,Exponential,126.74637438453718,0.0005392812663096436,Logarithmic
false,Exponential,130.2816551702708,0.0004852963793267051,Logarithmic
false,Exponential,158.85872247633316,0.0001548873052037436,Logarithmic
false,Exponential,168.377964838917,0.0000033262210763496114,Logarithmic

false,Exponential,17.7379380563778,0.0005420564306968245,Logarithmic

false,Exponential,197.11853822589353,0.00014428003860533778,Logarithmic
false,Exponential,229.62661839661402,0.00037396951324542016,Logarithmic
false,Exponential,232.6173469403803,0.00035081161215977374,Logarithmic
false,Exponential,236.30969044178917,0.00015082803783705856,Logarithmic
false,Exponential,262.8491978182419,0.00023997176257228858,Logarithmic
false,Exponential,271.9145913299983,0.0005262384582316315,Logarithmic
false,Exponential,279.22521019440194,0.00034211127717398426,Logarithmic
false,Exponential,292.37106391592096,0.00029899018096912755,Logarithmic
false,Exponential,305.26437760548555,0.00022681970555105124,Logarithmic
false,Exponential,315.14257877899274,0.00010468415958531097,Logarithmic
false,Exponential,320.8848972883551,0.00034427896622446497,Logarithmic
false,Exponential,330.9937956824456,0.0002968556190863225,Logarithmic
false,Exponential,347.05146504650753,0.00017111129757552135,Logarithmic
false,Exponential,35.70541819162787,0.00020221166048273176,Logarithmic
false,Exponential,371.75089203006183,0.00023391207302214667,Logarithmic
false,Exponential,393.83766627339776,0.00041670841395280434,Logarithmic
false,Exponential,424.9639299677026,0.000025890259136573945,Logarithmic
false,Exponential,43.31433826308295,0.00029045692482299046,Logarithmic
false,Exponential,458.7306163294413,0.00025291260214999056,Logarithmic
false,Exponential,459.43061984971644,0.0004770556657485159,Logarithmic
false,Exponential,508.47523137554987,0.0004418240851622457,Logarithmic
false,Exponential,515.8427023844223,0.0005232383997189061,Logarithmic
false,Exponential,529.6123768032406,0.0005320935131614135,Logarithmic
false,Exponential,539.3383648452623,0.00011008740183893195,Logarithmic
false,Exponential,547.582236503586,0.0003376670081989275,Logarithmic
false,Exponential,556.0041260218007,0.00027526293351343156,Logarithmic
false,Exponential,572.5308271724141,0.00013889604892902696,Logarithmic
false,Exponential,58.76654588485985,0.0001578203359109409,Logarithmic
false,Exponential,622.759252571941,0.0004441000882149382,Logarithmic
false,Exponential,645.137279011065,0.00026876994854152514,Logarithmic
false,Exponential,717.157035855182,0.00030455849071575614,Logarithmic
false,Exponential,72.61823581710658,0.00007598694367061398,Logarithmic
false,Exponential,732.626474533173,0.0002625775920250817,Logarithmic
false,Exponential,75.35758188205155,0.00012805706326446398,Logarithmic
false,Exponential,76.6193538030342,0.000022581763992057802,Logarithmic
false,Exponential,76.77863301581067,0.0001123769520106066,Logarithmic
false,Exponential,761.8187023132539,0.0002988841818485355,Logarithmic
false,Exponential,766.994836953574,0.0005153108660227446,Logarithmic
false,Exponential,812.8228993652458,0.00009308003203756243,Logarithmic
false,Exponential,821.823145863587,0.0004969782098296349,Logarithmic
false,Exponential,868.7557055720172,0.0004744058760719483,Logarithmic
false,Exponential,898.3746921574442,0.0003319603781637426,Logarithmic
false,Exponential,914.4812401425814,0.0002682186144076226,Logarithmic
false,Exponential,922.5691732083845,0.00004873566354923753,Logarithmic
false,Exponential,93.78686924754787,0.00011345455579458985,Logarithmic
false,Exponential,939.6016976792328,0.00036326184436052955,Logarithmic
false,Exponential,970.77742766042,0.00022288791625690862,Logarithmic
false,Exponential,977.2796633904575,0.0002594998835370177,Logarithmic
false,Exponential,995.6108902417207,0.000315924000826584,Logarithmic
false,Logarithmic,0.00005850624229530865,584.2546955006453,Polynomial
false,Logarithmic,0.00007766013321308662,409.5969535074908,Polynomial
false,Logarithmic,0.00014008016702149462,991.5324382233714,Polynomial
false,Logarithmic,0.00016209916053888662,753.1476064361,Polynomial
false,Logarithmic,0.00022023847923158257,466.9325359877436,Polynomial
false,Logarithmic,0.000282458724631951,788.0088675506079,Polynomial
false,Logarithmic,0.0007523637417516937,902.9680949318399,Polynomial
